gene_callers_id	source	accession	function	e_value
1668	COG20_FUNCTION	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases (Crp) (PDB:1FT9)	1.4e-18
1670	COG20_FUNCTION	COG1472	Periplasmic beta-glucosidase and related glycosidases (BglX) (PDB:2X40)	3.8e-67
1671	COG20_FUNCTION	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase (MetC) (PDB:1CL1)	7e-158
1672	COG20_FUNCTION	COG1086	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC (FlaA1) (PDB:2GN4)	4.3e-17
1673	COG20_FUNCTION	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase (WecE) (PDB:4PIW) (PUBMED:15271350)	1.4e-136
1674	COG20_FUNCTION	COG2171	Tetrahydrodipicolinate N-succinyltransferase (DapD) (PDB:3BXY)	8.9e-31
1675	COG20_FUNCTION	COG2089	Sialic acid synthase SpsE, contains C-terminal SAF domain (SpsE) (PDB:1VLI)	3.1e-124
1676	COG20_FUNCTION	COG0381	UDP-N-acetylglucosamine 2-epimerase (WecB) (PDB:1F6D) (PUBMED:26641313;30389844)	7.2e-136
1678	COG20_FUNCTION	COG0160!!!COG0739!!!COG2334	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase (ArgD) (PDB:1SF2)!!!Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain (NlpD) (PDB:2GU1)!!!Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist (SrkA) (PDB:1ZYL)	4.8e-261
1679	COG20_FUNCTION	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE)	4.1e-09
1680	COG20_FUNCTION	COG3896	Chloramphenicol 3-O-phosphotransferase (PDB:1GRQ)	3.8e-09
1681	COG20_FUNCTION	COG3409	Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases (PGRP) (PDB:4FET)	7.5e-06
1683	COG20_FUNCTION	COG3210	Large exoprotein involved in heme utilization or adhesion (FhaB) (PDB:4RM6)	1.7e-08
1685	COG20_FUNCTION	COG4536	Mg2+ and Co2+ transporter CorB, contains DUF21, CBS pair, and CorC-HlyC domains (CorB) (PUBMED:1779764)	5.3e-124
1686	COG20_FUNCTION	COG0337	3-dehydroquinate synthetase (AroB) (PDB:3ZOK)	1.1e-106
1687	COG20_FUNCTION	COG0703	Shikimate kinase (AroK) (PDB:1E6C)	1.2e-53
1691	COG20_FUNCTION	COG1127	ATPase subunit MlaF of the ABC-type intermembrane phospholipid transporter Mla (MlaF) (PDB:6IC4)	3.8e-56
1692	COG20_FUNCTION	COG0767	Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla (MlaE) (PDB:6IC4)	1.3e-49
1693	COG20_FUNCTION	COG2814	Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	3.5e-37
1695	COG20_FUNCTION	COG0600	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component (TauC)	2.9e-118
1696	COG20_FUNCTION	COG1116	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component (TauB)	5.7e-113
1697	COG20_FUNCTION	COG0044	Dihydroorotase or related cyclic amidohydrolase (AllB) (PDB:1J79)	1.2e-252
1699	COG20_FUNCTION	COG1622	Heme/copper-type cytochrome/quinol oxidase, subunit 2 (CyoA) (PDB:1CYW)	1e-86
1700	COG20_FUNCTION	COG0843	Heme/copper-type cytochrome/quinol oxidase, subunit 1 (CyoB) (PDB:1AR1)	2e-253
1701	COG20_FUNCTION	COG0109	Polyprenyltransferase (heme O synthase) (CyoE)	8.8e-75
1702	COG20_FUNCTION	COG1146	NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit (PreA)	1.3e-50
1703	COG20_FUNCTION	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW)	5.8e-97
1704	COG20_FUNCTION	COG0306	Phosphate/sulfate permease (PitA) (PUBMED:31358606)	1.7e-56
1706	COG20_FUNCTION	COG0513	Superfamily II DNA and RNA helicase (SrmB) (PDB:3RRM)	3.7e-129
1707	COG20_FUNCTION	COG0187	DNA gyrase/topoisomerase IV, subunit B (GyrB) (PDB:1EI1)	4.1e-273
1708	COG20_FUNCTION	COG1225	Peroxiredoxin (Bcp) (PDB:5IPH)	1.5e-67
1710	COG20_FUNCTION	COG1476	DNA-binding transcriptional regulator, XRE-family HTH domain (XRE) (PDB:1UTX)	3.1e-20
1713	COG20_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	7.1e-47
1714	COG20_FUNCTION	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase (PlsC) (PDB:1IUQ)	1.2e-42
1715	COG20_FUNCTION	COG1522	DNA-binding transcriptional regulator, Lrp family (Lrp) (PDB:1I1G)	4.4e-34
1716	COG20_FUNCTION	COG0527	Aspartate kinase (MetL1) (PDB:2CDQ)	4.2e-81
1717	COG20_FUNCTION	COG1609	DNA-binding transcriptional regulator, LacI/PurR family (PurR) (PDB:1BDH)	3.2e-27
1718	COG20_FUNCTION	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component (UgpB) (PDB:2Z8D)	8.8e-169
1719	COG20_FUNCTION	COG1175	ABC-type sugar transport system, permease component (UgpA) (PDB:3FH6)	2.4e-116
1720	COG20_FUNCTION	COG0395	ABC-type glycerol-3-phosphate transport system, permease component (UgpE) (PDB:1VR4)	5.9e-138
1721	COG20_FUNCTION	COG3839	ABC-type sugar transport system, ATPase component MalK (MalK) (PDB:2ONK)	1.6e-115
1722	COG20_FUNCTION	COG0410	ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)	1.7e-87
1723	COG20_FUNCTION	COG0411	ABC-type branched-chain amino acid transport system, ATPase component LivG (LivG) (PDB:1G9X) (PUBMED:29514851)	2.4e-98
1724	COG20_FUNCTION	COG4177	ABC-type branched-chain amino acid transport system, permease component (LivM)	1.6e-127
1725	COG20_FUNCTION	COG0559	Branched-chain amino acid ABC-type transport system, permease component (LivH)	1.4e-102
1726	COG20_FUNCTION	COG4564	Signal transduction histidine kinase (PDB:2QHK)	1e-80
1727	COG20_FUNCTION	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains (CitB) (PDB:1A04)	2.6e-36
1728	COG20_FUNCTION	COG0025	NhaP-type Na+/H+ or K+/H+ antiporter (NhaP) (PDB:4CZB)	2.1e-104
1729	COG20_FUNCTION	COG0785	Cytochrome c biogenesis protein CcdA (CcdA) (PDB:5VKV)	3.4e-20
1730	COG20_FUNCTION	COG0369!!!COG3182	Flavoprotein (flavin reductase) subunit CysJ of sulfite and N-hydroxylaminopurine reductases (CysJ) (PDB:1YKG) (PUBMED:20118259)!!!PepSY-associated TM region (PiuB) (PUBMED:15124630)	2.8e-34
1731	COG20_FUNCTION	COG3656	Predicted periplasmic protein	2.7e-26
1733	COG20_FUNCTION	COG1477	FAD:protein FMN transferase ApbE (ApbE) (PDB:1VRM) (PUBMED:23558683;30154099)	8e-63
1734	COG20_FUNCTION	COG5532	Uncharacterized conserved protein YfdQ, DUF2303 family (yfdQ)	8.4e-55
1736	COG20_FUNCTION	COG0338	DNA-adenine methylase (Dam) (PDB:4GOL)	1.2e-65
1738	COG20_FUNCTION	COG4973	Site-specific recombinase XerC (XerC)	5.8e-52
1739	COG20_FUNCTION	COG0608	ssDNA-specific exonuclease RecJ, DHH superfamily, may be involved in archaeal DNA replication intiation (RecJ) (PDB:1IR6)	2e-161
1740	COG20_FUNCTION	COG0663	Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily (PaaY) (PDB:6IVE)	2e-37
1743	COG20_FUNCTION	COG1045	Serine acetyltransferase (CysE) (PDB:1T3D)	2.6e-89
1744	COG20_FUNCTION	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	6.4e-69
1745	COG20_FUNCTION	COG4391	Uncharacterized protein, contains Zn-finger domain (PDB:2JRR)	2.9e-20
1746	COG20_FUNCTION	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3)	1.3e-63
1747	COG20_FUNCTION	COG0537	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family (HinT) (PDB:1AV5) (PUBMED:20934431)	8.4e-34
1748	COG20_FUNCTION	COG0542	ATP-dependent Clp protease, ATP-binding subunit ClpA (ClpA) (PDB:1KSF)	1.8e-284
1749	COG20_FUNCTION	COG2127	ATP-dependent Clp protease adapter protein ClpS (ClpS) (PDB:1LZW)	4e-25
1750	COG20_FUNCTION	COG1686	D-alanyl-D-alanine carboxypeptidase (DacC) (PDB:1HD8)	2.4e-86
1751	COG20_FUNCTION	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)	4.7e-57
1752	COG20_FUNCTION	COG5458	Uncharacterized conserved protein, DUF1489 domain	1.2e-43
1753	COG20_FUNCTION	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II (GloB) (PDB:1QH3) (PUBMED:25670698)	1.1e-96
1754	COG20_FUNCTION	COG0607	Rhodanese-related sulfurtransferase (PspE) (PDB:1TQ1)	4.7e-15
1755	COG20_FUNCTION	COG0640	DNA-binding transcriptional regulator, ArsR family (ArsR) (PDB:3F6V)	1.7e-22
1756	COG20_FUNCTION	COG2355	Zn-dependent dipeptidase, microsomal dipeptidase homolog (PDB:1ITQ) (PUBMED:14499931)	1.7e-88
1757	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	8.5e-31
1758	COG20_FUNCTION	COG2239	Mg/Co/Ni transporter MgtE (contains CBS domain) (MgtE) (PDB:2YVX)	3.9e-52
1759	COG20_FUNCTION	COG4664!!!COG4665	TRAP-type mannitol/chloroaromatic compound transport system, large permease component (FcbT3)!!!TRAP-type mannitol/chloroaromatic compound transport system, small permease component (FcbT2)	1.5e-189
1760	COG20_FUNCTION	COG4663	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component (FcbT1) (PDB:2HZK)	2.2e-152
1761	COG20_FUNCTION	COG2186	DNA-binding transcriptional regulator, FadR family (FadR) (PDB:1E2X)	2.4e-56
1762	COG20_FUNCTION	COG3794	Plastocyanin (PetE) (PDB:3BQV)	1.2e-25
1764	COG20_FUNCTION	COG2847	Copper(I)-binding protein (PDB:1X9L)	5.7e-17
1766	COG20_FUNCTION	COG1477	FAD:protein FMN transferase ApbE (ApbE) (PDB:1VRM) (PUBMED:23558683;30154099)	1.1e-57
1767	COG20_FUNCTION	COG4314	Nitrous oxide reductase accessory protein NosL (NosL) (PDB:2HPU)	3.6e-31
1768	COG20_FUNCTION	COG1277	ABC-type transport system involved in multi-copper enzyme maturation, permease component (NosY)	2.4e-69
1771	COG20_FUNCTION	COG1843	Flagellar hook-capping protein FlgD (FlgD) (PDB:6IEF)	5.4e-40
1772	COG20_FUNCTION	COG3144	Flagellar hook-length control protein FliK (FliK) (PDB:2RRL)	2.1e-14
1773	COG20_FUNCTION	COG3118	Chaperedoxin CnoX, contains thioredoxin-like and TPR-like domains, YbbN/TrxSC family (CnoX) (PDB:3QDN) (PUBMED:21498507;29754824)	4.3e-36
1774	COG20_FUNCTION	COG0285	Folylpolyglutamate synthase/Dihydropteroate synthase (FolC) (PDB:1W78)	2.7e-115
1775	COG20_FUNCTION	COG0777	Acetyl-CoA carboxylase beta subunit (AccD) (PDB:2F9I)	1.2e-114
1776	COG20_FUNCTION	COG0159	Tryptophan synthase alpha chain (TrpA) (PDB:6HUL)	3.5e-92
1777	COG20_FUNCTION	COG0133	Tryptophan synthase beta chain (TrpB) (PDB:2DH5)	6.9e-190
1778	COG20_FUNCTION	COG0135	Phosphoribosylanthranilate isomerase (TrpF) (PDB:1DL3)	8.1e-41
1779	COG20_FUNCTION	COG0284	Orotidine-5'-phosphate decarboxylase (PyrF) (PDB:1DBT)	3.6e-61
1781	COG20_FUNCTION	COG0776	Bacterial nucleoid DNA-binding protein IHF-alpha (HimA) (PDB:1B8Z)	6.2e-38
1782	COG20_FUNCTION	COG0616	Periplasmic serine protease, ClpP class (SppA) (PDB:3BEZ)	6.2e-61
1783	COG20_FUNCTION	COG3250	Beta-galactosidase/beta-glucuronidase (LacZ) (PDB:5N6U) (PUBMED:19291314)	2.6e-283
1784	COG20_FUNCTION	COG0405	Gamma-glutamyltranspeptidase (Ggt) (PDB:2Z8I) (PUBMED:16618936)	8.5e-226
1785	COG20_FUNCTION	COG0571	dsRNA-specific ribonuclease (Rnc) (PDB:1DI2)	1.1e-27
1786	COG20_FUNCTION	COG1159	GTPase Era, involved in 16S rRNA processing (Era) (PDB:1EGA)	1.4e-102
1787	COG20_FUNCTION	COG0741	Soluble lytic murein transglycosylase or regulatory protein s ( may contain LysM/invasin domain) (MltE) (PDB:153L)	1.1e-72
1788	COG20_FUNCTION	COG0261!!!COG3743	Ribosomal protein L21 (RplU) (PDB:1VS6)!!!Predicted 5' DNA nuclease, flap endonuclease-1-like, helix-3-turn-helix (H3TH) domain (H3TH)	4.3e-12
1789	COG20_FUNCTION	COG0629	Single-stranded DNA-binding protein (Ssb) (PDB:1EQQ)	2.5e-58
1790	COG20_FUNCTION	COG0178	Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F)	1.2e-301
1791	COG20_FUNCTION	COG3217	N-hydroxylaminopurine reductase subunit YcbX, contains MOSC domain (YcbX) (PUBMED:18312271;20118259)	6.7e-28
1793	COG20_FUNCTION	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid (RfbX)	1.4e-74
1794	COG20_FUNCTION	COG0642!!!COG0784!!!COG2198	Signal transduction histidine kinase (BaeS) (PDB:1JOY)!!!CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)!!!HPt (histidine-containing phosphotransfer) domain (HPtr) (PDB:3IQT)	7.3e-38
1795	COG20_FUNCTION	COG0008	Glutamyl- or glutaminyl-tRNA synthetase (GlnS) (PDB:1EUQ)	4.2e-62
1796	COG20_FUNCTION	COG0400	Predicted esterase (YpfH)	5.2e-51
1797	COG20_FUNCTION	COG1495	Disulfide bond formation protein DsbB (DsbB) (PDB:2LTQ)	5.3e-27
1798	COG20_FUNCTION	COG1238	Uncharacterized membrane protein YqaA, VTT domain (YgaA)	1.2e-59
1799	COG20_FUNCTION	COG3386	Sugar lactone lactonase YvrE (YvrE) (PDB:1E1A)	1.1e-50
1800	COG20_FUNCTION	COG1819	UDP:flavonoid glycosyltransferase YjiC, YdhE family (YjiC) (PDB:2ACV) (PUBMED:23974133)	7.3e-76
1802	COG20_FUNCTION	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)	4.5e-80
1803	COG20_FUNCTION	COG0642	Signal transduction histidine kinase (BaeS) (PDB:1JOY)	7.3e-71
1804	COG20_FUNCTION	COG2346	Truncated hemoglobin YjbI (YjbI) (PDB:1DLW)	3.9e-23
1805	COG20_FUNCTION	COG2215	ABC-type nickel/cobalt efflux system, permease component RcnA (RcnA)	1.3e-23
1808	COG20_FUNCTION	COG1477	FAD:protein FMN transferase ApbE (ApbE) (PDB:1VRM) (PUBMED:23558683;30154099)	1.2e-17
1810	COG20_FUNCTION	COG3656	Predicted periplasmic protein	1.1e-29
1811	COG20_FUNCTION	COG0666	Ankyrin repeat (ANKYR) (PDB:6AUN)	6.6e-16
1812	COG20_FUNCTION	COG3638	ABC-type phosphate/phosphonate transport system, ATPase component (PhnC)	9.9e-82
1813	COG20_FUNCTION	COG3221	ABC-type phosphate/phosphonate transport system, periplasmic component (PhnD) (PDB:3S4U)	3.7e-95
1814	COG20_FUNCTION	COG0508	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component (AceF) (PDB:1B5S)	1.3e-25
1815	COG20_FUNCTION	COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit (AcoB) (PDB:2OZL)	1.8e-143
1816	COG20_FUNCTION	COG1071	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha (AcoA) (PDB:1DTW)	2.2e-135
1817	COG20_FUNCTION	COG1522	DNA-binding transcriptional regulator, Lrp family (Lrp) (PDB:1I1G)	4.9e-35
1819	COG20_FUNCTION	COG3386	Sugar lactone lactonase YvrE (YvrE) (PDB:1E1A)	6e-55
1820	COG20_FUNCTION	COG1802	DNA-binding transcriptional regulator, GntR family (GntR) (PDB:3FMS)	2.2e-36
1821	COG20_FUNCTION	COG1802	DNA-binding transcriptional regulator, GntR family (GntR) (PDB:3FMS)	1.6e-22
1822	COG20_FUNCTION	COG0082	Chorismate synthase (AroC) (PDB:1Q1L)	4.7e-71
1823	COG20_FUNCTION	COG0623	Enoyl-[acyl-carrier-protein] reductase FabI (FabI) (PDB:1C14)	6.6e-107
1824	COG20_FUNCTION	COG0484	DnaJ-class molecular chaperone with C-terminal Zn finger domain (DnaJ) (PDB:1BQ0)	4.8e-55
1825	COG20_FUNCTION	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II (GloB) (PDB:1QH3) (PUBMED:25670698)	1.6e-58
1827	COG20_FUNCTION	COG1414	DNA-binding transcriptional regulator, IclR family (IclR) (PDB:1MKM)	2.1e-61
1830	COG20_FUNCTION	COG3194	Ureidoglycolate hydrolase (allantoin degradation) (AllA) (PDB:1XSQ)	1.4e-48
1831	COG20_FUNCTION	COG2253	Predicted nucleotidyltransferase component of viral defense system (PDB:4O8S)	8.6e-24
1832	COG20_FUNCTION	COG1277	ABC-type transport system involved in multi-copper enzyme maturation, permease component (NosY)	2.2e-06
1833	COG20_FUNCTION	COG1131	ABC-type multidrug transport system, ATPase component (CcmA) (PDB:5DO7)	1.9e-62
1834	COG20_FUNCTION	COG3420	Nitrous oxide reductase accessory protein NosD, contains tandem CASH domains (NosD) (PDB:2KZW)	5.7e-118
1835	COG20_FUNCTION	COG4263	Nitrous oxide reductase (NosZ) (PDB:1FWX)	9.2e-273
1837	COG20_FUNCTION	COG2801	Transposase InsO and inactivated derivatives (Tra5)	5.4e-58
1838	COG20_FUNCTION	COG0657	Acetyl esterase/lipase (Aes) (PDB:1EVQ)	1.2e-52
1839	COG20_FUNCTION	COG3839	ABC-type sugar transport system, ATPase component MalK (MalK) (PDB:2ONK)	7.9e-95
1840	COG20_FUNCTION	COG0395	ABC-type glycerol-3-phosphate transport system, permease component (UgpE) (PDB:1VR4)	5.1e-43
1841	COG20_FUNCTION	COG1175	ABC-type sugar transport system, permease component (UgpA) (PDB:3FH6)	1.7e-39
1842	COG20_FUNCTION	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component (UgpB) (PDB:2Z8D)	4.2e-29
1843	COG20_FUNCTION	COG3408	Glycogen debranching enzyme (alpha-1,6-glucosidase) (GDB1) (PDB:5D06)	1.2e-147
1844	COG20_FUNCTION	COG3839	ABC-type sugar transport system, ATPase component MalK (MalK) (PDB:2ONK)	2.2e-45
1845	COG20_FUNCTION	COG0673	Predicted dehydrogenase (MviM) (PDB:3UUW)	1.1e-180
1846	COG20_FUNCTION	COG1070	Sugar (pentulose or hexulose) kinase (XylB) (PDB:4C23)	2.1e-118
1847	COG20_FUNCTION	COG0656	Aldo/keto reductase, related to diketogulonate reductase (ARA1) (PDB:1Q13)	2.9e-75
1848	COG20_FUNCTION	COG1349	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family (GlpR)	5.8e-33
1849	COG20_FUNCTION	COG0840	Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)	1.2e-91
1850	COG20_FUNCTION	COG1249	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase (Lpd) (PDB:6QKG)	4.4e-148
1852	COG20_FUNCTION	COG0789	DNA-binding transcriptional regulator, MerR family (SoxR) (PDB:2VZ4)	4.3e-32
1853	COG20_FUNCTION	COG0667	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family (PdxI) (PDB:1LQA) (PUBMED:32253339)	2.5e-124
1854	COG20_FUNCTION	COG2755	Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK (TesA) (PDB:1BWP)	5.9e-47
1855	COG20_FUNCTION	COG4181	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component (YbbA)	1.3e-63
1856	COG20_FUNCTION	COG3127	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component (YbbP)	5.4e-69
1857	COG20_FUNCTION	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (ArgE) (PDB:1CG2)	3.6e-09
1858	COG20_FUNCTION	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (BioA) (PDB:1MLY)	1.2e-126
1859	COG20_FUNCTION	COG0686	Alanine dehydrogenase (includes sporulation protein SpoVN) (Ald) (PDB:2EEZ)	1.2e-156
1860	COG20_FUNCTION	COG3324	Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family (VOC) (PDB:3OXH) (PUBMED:31710815)	2.1e-20
1862	COG20_FUNCTION	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)	2.4e-06
1863	COG20_FUNCTION	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)	2.8e-120
1864	COG20_FUNCTION	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	3.5e-125
1865	COG20_FUNCTION	COG5001	Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	5.1e-133
1867	COG20_FUNCTION	COG0524	Sugar or nucleoside kinase, ribokinase family (RbsK) (PDB:2QCV)	8.7e-44
1868	COG20_FUNCTION	COG1522	DNA-binding transcriptional regulator, Lrp family (Lrp) (PDB:1I1G)	5.3e-34
1869	COG20_FUNCTION	COG2982	Uncharacterized conserved protein AsmA involved in outer membrane biogenesis (AsmA)	2.5e-23
1870	COG20_FUNCTION	COG0144	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family (RsmB) (PDB:2FRX)	3.3e-73
1871	COG20_FUNCTION	COG5360	Uncharacterized conserved protein, heparinase superfamily	2.4e-95
1872	COG20_FUNCTION	COG0138	AICAR transformylase/IMP cyclohydrolase PurH (PurH) (PDB:1G8M)	1.8e-211
1873	COG20_FUNCTION	COG0209	Ribonucleotide reductase alpha subunit (NrdA) (PDB:1R1R)	6.9e-120
1874	COG20_FUNCTION	COG0208	Ribonucleotide reductase beta subunit, ferritin-like domain (NrdB) (PDB:1AV8)	4.7e-112
1875	COG20_FUNCTION	COG0662	Mannose-6-phosphate isomerase, cupin superfamily (ManC) (PDB:1IPJ)	8.9e-32
1877	COG20_FUNCTION	COG3369!!!COG3592	Uncharacterized conserved protein, contains Zn-finger domain of CDGSH type (PDB:2QD0)!!!Uncharacterized Fe-S cluster protein YjdI (YjdI)	1.6e-52
1882	COG20_FUNCTION	COG0451	Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G)	7.9e-28
1883	COG20_FUNCTION	COG0451	Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G)	2.2e-41
1884	COG20_FUNCTION	COG2334	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist (SrkA) (PDB:1ZYL)	6.7e-116
1885	COG20_FUNCTION	COG1522	DNA-binding transcriptional regulator, Lrp family (Lrp) (PDB:1I1G)	6e-27
1886	COG20_FUNCTION	COG3366	Uncharacterized membrane protein	4.6e-56
1887	COG20_FUNCTION	COG1186	Protein chain release factor PrfB (PrfB) (PDB:1GQE)	6.1e-50
1888	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	3.4e-85
1890	COG20_FUNCTION	COG0372	Citrate synthase (GltA) (PDB:3TQG) (PUBMED:25211225)	3e-75
1891	COG20_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	4e-38
1894	COG20_FUNCTION	COG2317	Zn-dependent carboxypeptidase, M32 family (YpwA) (PDB:1K9X)	6.6e-195
1895	COG20_FUNCTION	COG4425	Uncharacterized membrane protein	2.3e-16
1896	COG20_FUNCTION	COG0657	Acetyl esterase/lipase (Aes) (PDB:1EVQ)	9.6e-12
1897	COG20_FUNCTION	COG0657	Acetyl esterase/lipase (Aes) (PDB:1EVQ)	1.5e-59
1898	COG20_FUNCTION	COG1075	Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold (EstA) (PDB:1I6W)	2.4e-68
1902	COG20_FUNCTION	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase (Qor) (PDB:2VCY)	5.4e-69
1903	COG20_FUNCTION	COG3622	Hydroxypyruvate/dehydroerythronate isomerase, Hyi/OtnI family (Hyi) (PDB:1K77) (PUBMED:27402745)	6.3e-69
1904	COG20_FUNCTION	COG2084	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase (MmsB) (PDB:1I36)	1e-73
1905	COG20_FUNCTION	COG5001	Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	2e-127
1906	COG20_FUNCTION	COG3287	FIST domain protein MJ1623, contains FIST_N and FIST_C domains (FIST) (PUBMED:17855421)	1.8e-38
1907	COG20_FUNCTION	COG0435	Glutathionyl-hydroquinone reductase (ECM4) (PDB:6GCA)	8.3e-123
1908	COG20_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	7.6e-93
